task1,task2,repmatch
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.030149924103170633
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.10195298058291276
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.1766638495028019
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.024409922150274117
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.03512479178607464
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.04408806127806505
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.4231531197826068
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.02783977232562999
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.04437456753415366
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.04719064415742954
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.018115610854389768
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-dream_baseline,0.020194615392635267
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.023458168376237154
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.015151225534888605
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.02653653845967104
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.0209784434021761
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.02583248051814735
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.027695975712655734
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.021916406617189448
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.022967965807765722
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.020885549408073228
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.015779703118217487
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.017114639398641884
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.03291356117309382
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.019871636798294883
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.023271664744243026
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.026887250132858753
models/result_gpt2_t0-task-app_reviews_generate_review,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.018326204929811258
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-dream_baseline,0.07745562323058645
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.029945661081001163
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.05294848761210839
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.030123336085428793
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.09448220596338312
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.018886795073437195
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.018386857157262664
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.08432989536474149
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.06784889753907919
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.03546790491479138
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.35041902710994083
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.0831868196837604
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.024801460288775463
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.03427287035932144
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.05964472548415264
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.02415096874271209
models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.04459156794473529
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.09139682802682121
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.09426436138649781
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.07675074956690271
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.12431597088774045
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.0333791320056965
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.03746249105703706
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.12078999324391286
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.6488941585024198
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.09017437727500995
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.06840291898697615
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.11723475049560268
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.03207322179029385
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.08381341242541869
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.08501629283030827
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.03337090710798899
models/result_gpt2_t0-task-dream_baseline,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.08730156440287828
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.04362301823372642
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.15177634234229723
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.026756895434421796
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.05010704696178436
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.04963471492131551
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.026662074029445648
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.0980315509562691
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.17850561129550138
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.025137051241472363
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.03848972528552016
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.043681309946502246
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.17718217397729555
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.029363345510015886
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.04457279038615525
models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.044576134687910475
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.04370064754039049
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.1235416866838932
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.024319030383291345
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.025256133909958105
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.11846416381498177
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.09430838748812675
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.04499830553929011
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.06279978885625799
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.14851017110049725
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.027815204540578026
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.04712853654442976
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.08930626697838306
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.02254953025840223
models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.09161101281642914
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.03585958783514798
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.05115619100009402
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.05230134795419872
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.03781093377619982
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.07887890686591466
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.15267582920690378
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.03019201910744111
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.041187759644041456
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.04649858300884565
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.32295508434375125
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.02768136514350772
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.052289505411560334
models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.04610690055415034
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.022037994776231546
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.021023174825434882
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.7822841157515844
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.13346100877970457
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.032110299449414015
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.1010780098537604
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.26095940234760445
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.02503513478829215
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.0356147475540638
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.18751480678717294
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.022789038562526304
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.13322477663556734
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.5658323292930921
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.022679989109747112
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.040398290691276394
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.05258265160955489
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.017766443081200123
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.024237012296604615
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.0335049539571628
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.04232166024545828
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.023266185230265062
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.5154155145088831
models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.03090516058728099
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.019952534271093707
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.03901768728004148
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.04817999914909402
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.019028372829779983
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.0254884142583857
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.03881967413083961
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.040286611183546484
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.02537345540865014
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.527169831097126
models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.031131874537095428
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.1307147846867641
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.03190513118170202
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.09375384698311488
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.23913010830680528
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.025094105784470837
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.0365108602369825
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.18215999069313207
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.023940938563706975
models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.12186521384865046
models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.09058026472727458
models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.06786189166208108
models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.12426471803337336
models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.03338308124026904
models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.08888089284300804
models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.09234759428848822
models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.0370589141578724
models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.09254928880060713
models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.02436326335494717
models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.03766258992254734
models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.04495299949000279
models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.21099775098264217
models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.032868682872503996
models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.050411081640049815
models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.044432225093866386
models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.11400793275485437
models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.02441321367708345
models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.024751978072648246
models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.06253958291684587
models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.020000917681803305
models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.049845410122846566
models/result_gpt2_t0-task-amazon_polarity_Is_this_review,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.028484978596679866
models/result_gpt2_t0-task-amazon_polarity_Is_this_review,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.037334728675583996
models/result_gpt2_t0-task-amazon_polarity_Is_this_review,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.1990118275086085
models/result_gpt2_t0-task-amazon_polarity_Is_this_review,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.02446675335522741
models/result_gpt2_t0-task-amazon_polarity_Is_this_review,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.23869842166701952
models/result_gpt2_t0-task-dream_answer_to_dialogue,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.04386984075730046
models/result_gpt2_t0-task-dream_answer_to_dialogue,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.025088553704942267
models/result_gpt2_t0-task-dream_answer_to_dialogue,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.043974365068910025
models/result_gpt2_t0-task-dream_answer_to_dialogue,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.021294762555044144
models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.03429944324307144
models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.047264309988046684
models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.043030592457701765
models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.023259557783603668
models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.11622479061285655
models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.026424718322232366
